author_genres,author_name,book_title,genre_1,genre_2,comb
biography true crime,joe mcginniss,cruel doubt,crime,nonfiction,biography true crime joe mcginniss cruel doubt crime nonfiction
literature fiction,stewart o'nan,west of sunset,historical,fiction,literature fiction stewart o'nan west of sunset historical fiction
nonfiction,ron franscell,the darkest night  the murder of innocence in a small town,crime,nonfiction,nonfiction ron franscell the darkest night  the murder of innocence in a small town crime nonfiction
comics graphic novels,gene luen yang,avatar  the last airbender  the promise  part 3,sequential art,sequential art,comics graphic novels gene luen yang avatar  the last airbender  the promise  part 3 sequential art sequential art
romance,dixie lynn dwyer,were love found her,fantasy,erotica,romance dixie lynn dwyer were love found her fantasy erotica
nonfiction mystery thrillers,richard belzer,dead wrong  straight facts on the country's most controversial cover ups,nonfiction,crime,nonfiction mystery thrillers richard belzer dead wrong  straight facts on the country's most controversial cover ups nonfiction crime
science fiction fantasy,fritz leiber,swords and deviltry,fantasy,fiction,science fiction fantasy fritz leiber swords and deviltry fantasy fiction
romance contemporary,samantha kane,love's fortress,erotica,historical,romance contemporary samantha kane love's fortress erotica historical
fiction,valeria luiselli,the story of my teeth,fiction,novels,fiction valeria luiselli the story of my teeth fiction novels
romance,jayne rylon,northern exposure,romance,adult fiction,romance jayne rylon northern exposure romance adult fiction
science fiction fantasy,gail z. martin,the summoner,fantasy,fiction,science fiction fantasy gail z. martin the summoner fantasy fiction
crime,harry n. maclean,in broad daylight  a murder in skidmore  missouri,crime,nonfiction,crime harry n. maclean in broad daylight  a murder in skidmore  missouri crime nonfiction
literature fiction,richard pérez,permanent obscurity  or a cautionary tale of two girls and their misadventures with drugs  pornography and death,fiction,sexuality,literature fiction richard pérez permanent obscurity  or a cautionary tale of two girls and their misadventures with drugs  pornography and death fiction sexuality
romance contemporary,shayla black,their virgin hostage,erotica,adult fiction,romance contemporary shayla black their virgin hostage erotica adult fiction
science fiction fantasy,william richter,dark eyes,mystery,contemporary,science fiction fantasy william richter dark eyes mystery contemporary
crime,peter vronsky,female serial killers  how and why women become monsters,crime,nonfiction,crime peter vronsky female serial killers  how and why women become monsters crime nonfiction
romance science fiction fantasy,kaitlyn o'connor,the ninth orb,science fiction,science fiction,romance science fiction fantasy kaitlyn o'connor the ninth orb science fiction science fiction
nonfiction entertainment journalism,nicholas pileggi,casino,crime,nonfiction,nonfiction entertainment journalism nicholas pileggi casino crime nonfiction
romance,kate poole,anchor and storm,romance,historical,romance kate poole anchor and storm romance historical
memoir non fiction,david carr,the night of the gun,autobiography,nonfiction,memoir non fiction david carr the night of the gun autobiography nonfiction
politics,chris riddell,ottoline and the yellow cat,childrens,mystery,politics chris riddell ottoline and the yellow cat childrens mystery
manga science fiction fantasy,clamp,cardcaptor sakura  book 1,sequential art,fantasy,manga science fiction fantasy clamp cardcaptor sakura  book 1 sequential art fantasy
biographies memoirs,janice erlbaum,girlbomb  a halfway homeless memoir,autobiography,nonfiction,biographies memoirs janice erlbaum girlbomb  a halfway homeless memoir autobiography nonfiction
romance,katie jennings,breath of air,fantasy,young adult,romance katie jennings breath of air fantasy young adult
romance,tymber dalton,bightmares,erotica,science fiction,romance tymber dalton bightmares erotica science fiction
history non fiction crime,philip sugden,the complete history of jack the ripper,nonfiction,crime,history non fiction crime philip sugden the complete history of jack the ripper nonfiction crime
non fiction,douglas starr,the killer of little shepherds  a true crime story and the birth of forensic science,crime,nonfiction,non fiction douglas starr the killer of little shepherds  a true crime story and the birth of forensic science crime nonfiction
fantasy science fiction,daniel abraham,a shadow in summer,fantasy,fiction,fantasy science fiction daniel abraham a shadow in summer fantasy fiction
biographies memoirs,mackenzie phillips,high on arrival,nonfiction,autobiography,biographies memoirs mackenzie phillips high on arrival nonfiction autobiography
children s literature fiction,jane yolen,foiled,sequential art,fantasy,children s literature fiction jane yolen foiled sequential art fantasy
illustrations children s,richard mcguire,here,sequential art,sequential art,illustrations children s richard mcguire here sequential art sequential art
literature fiction race studies,toni morrison,god help the child,fiction,cultural,literature fiction race studies toni morrison god help the child fiction cultural
romance erotica,lacey alexander,french quarter,adult fiction,romance,romance erotica lacey alexander french quarter adult fiction romance
science fiction fantasy,karen chance,fury's kiss,fantasy,paranormal,science fiction fantasy karen chance fury's kiss fantasy paranormal
arts photography,lawrence schiller,perfect murder  perfect town  the uncensored story of the jonbenet murder and the grand jury's search for the truth,crime,nonfiction,arts photography lawrence schiller perfect murder  perfect town  the uncensored story of the jonbenet murder and the grand jury's search for the truth crime nonfiction
young adult,cat patrick,the originals,young adult,science fiction,young adult cat patrick the originals young adult science fiction
comics graphic novels literature fiction,lynda barry,cruddy,fiction,sequential art,comics graphic novels literature fiction lynda barry cruddy fiction sequential art
historical fiction young adult,simone van der vlugt,rode sneeuw in december,historical,european literature,historical fiction young adult simone van der vlugt rode sneeuw in december historical european literature
comics graphic novels,luke pearson,hildafolk,sequential art,sequential art,comics graphic novels luke pearson hildafolk sequential art sequential art
crime nonfiction,john edward douglas,obsession,crime,nonfiction,crime nonfiction john edward douglas obsession crime nonfiction
romance,sophie oak,siren enslaved,erotica,erotica,romance sophie oak siren enslaved erotica erotica
graphic novels,thomas siddell,gunnerkrigg court  vol. 1  orientation,fantasy,sequential art,graphic novels thomas siddell gunnerkrigg court  vol. 1  orientation fantasy sequential art
